FRAME,DIHEDROS
0,71.14
1,89.167
2,60.064
3,93.647
4,68.213
5,93.839
6,43.328
7,83.373
8,81.17
9,71.769
10,76.041
11,68.217
12,96.609
13,87.296
14,82.335
15,62.094
16,52.178
17,82.197
18,90.632
19,72.7
20,59.758
21,102.455
22,60.458
23,71.7
24,70.44
25,112.636
26,79.904
27,100.696
28,82.117
29,101.9
30,100.152
31,85.042
32,89.254
33,91.101
34,78.045
35,82.964
36,76.779
37,107.802
38,73.248
39,41.952
40,63.936
41,94.615
42,64.478
43,80.886
44,89.439
45,84.042
46,104.91
47,44.932
48,81.376
49,84.767
50,95.71
51,83.238
52,78.721
53,82.314
54,98.291
55,83.621
56,94.42
57,86.962
58,110.742
59,76.435
60,96.629
61,76.243
62,91.238
63,94.502
64,68.916
65,85.509
66,86.463
67,92.72
68,104.244
69,89.78
70,91.672
71,81.915
72,84.951
73,86.199
74,86.447
75,93.335
76,90.101
77,81.561
78,85.0
79,113.919
80,87.125
81,102.169
82,90.805
83,72.897
84,85.467
85,90.299
86,78.406
87,92.004
88,97.627
89,94.284
90,95.719
91,88.557
92,91.216
93,106.032
94,82.083
95,81.101
96,48.681
97,87.801
98,80.972
99,81.136
100,98.26
101,103.299
102,87.881
103,112.228
104,109.107
105,75.097
106,76.314
107,100.883
108,77.72
109,91.343
110,118.718
111,99.726
112,109.809
113,62.51
114,62.79
115,93.343
116,90.427
117,67.296
118,95.99
119,54.358
120,36.176
121,41.245
122,50.335
123,55.731
124,73.832
125,40.173
126,45.219
127,72.708
128,56.991
129,47.966
130,66.084
131,58.893
132,32.399
133,44.933
134,62.069
135,51.987
136,46.497
137,31.549
138,69.661
139,44.286
140,54.655
141,49.015
142,33.043
143,44.275
144,13.3
145,63.442
146,73.853
147,28.339
148,50.78
149,19.83
150,59.231
151,46.892
152,33.386
153,61.437
154,45.169
155,50.764
156,35.696
157,41.708
158,64.733
159,43.774
160,37.131
161,67.511
162,64.025
163,32.944
164,43.967
165,51.919
166,42.223
167,62.667
168,40.461
169,63.879
170,44.756
171,62.672
172,37.096
173,33.844
174,50.257
175,57.955
176,65.102
177,40.131
178,55.95
179,51.329
180,51.813
181,67.911
182,49.18
183,47.678
184,43.806
185,43.749
186,56.038
187,54.563
188,79.945
189,50.917
190,59.064
191,47.541
192,45.178
193,52.818
194,60.073
195,77.013
196,78.839
197,56.287
198,72.967
199,51.931
200,49.754
201,83.397
202,61.525
203,73.438
204,68.714
205,60.857
206,50.821
207,78.536
208,62.14
209,64.842
210,75.877
211,59.752
212,57.334
213,79.566
214,78.177
215,64.445
216,75.947
217,53.224
218,70.0
219,75.375
220,67.989
221,77.437
222,56.824
223,53.383
224,59.404
225,54.415
226,55.684
227,76.867
228,45.948
229,81.995
230,87.889
231,73.192
232,39.502
233,69.417
234,76.47
235,49.824
236,53.905
237,86.369
238,55.142
239,54.665
240,56.058
241,65.968
242,45.384
243,83.132
244,71.211
245,54.143
246,52.611
247,63.752
248,57.221
249,69.826
250,79.436
251,54.04
252,70.505
253,64.874
254,46.84
255,68.13
256,53.226
257,59.435
258,33.993
259,65.596
260,87.415
261,65.703
262,50.348
263,74.518
264,61.0
265,66.017
266,49.666
267,48.609
268,54.782
269,72.496
270,98.596
271,96.405
272,51.968
273,77.219
274,40.584
275,72.996
276,74.353
277,44.198
278,52.141
279,63.69
280,60.412
281,73.147
282,60.883
283,84.378
284,83.7
285,58.132
286,72.234
287,61.159
288,52.187
289,48.527
290,88.958
291,51.092
292,40.665
293,61.421
294,55.325
295,98.89
296,81.284
297,81.69
298,76.908
299,74.068
300,89.243
301,94.168
302,57.49
303,73.656
304,101.892
305,92.785
306,67.453
307,89.32
308,63.862
309,76.791
