FRAME,DIHEDROS
0,73.457
1,84.122
2,80.924
3,59.671
4,33.56
5,34.14
6,32.16
7,43.928
8,48.518
9,49.36
10,39.1
11,19.953
12,36.226
13,31.982
14,43.248
15,33.205
16,74.11
17,43.402
18,39.965
19,33.211
20,71.163
21,79.722
22,67.455
23,57.738
24,76.258
25,62.611
26,61.444
27,75.87
28,26.14
29,28.501
30,38.675
31,41.726
32,48.046
33,26.04
34,34.356
35,49.074
36,35.233
37,50.728
38,44.475
39,28.809
40,45.753
41,38.06
42,47.387
43,52.049
44,51.523
45,38.278
46,39.722
47,48.454
48,46.836
49,30.106
50,59.512
51,46.432
52,53.733
53,46.724
54,37.19
55,54.785
56,67.644
57,66.671
58,70.984
59,54.78
60,61.491
61,66.922
62,75.083
63,76.591
64,80.308
65,53.69
66,80.761
67,44.846
68,-135.67
69,-126.521
70,-163.305
71,-147.347
72,-136.123
73,-124.795
74,-120.875
75,-139.953
76,-132.546
77,-110.802
78,-119.299
79,-124.193
80,-121.838
81,-130.681
82,-122.597
83,-132.162
84,-114.131
85,-119.331
86,-125.593
87,-101.795
88,-116.514
89,-128.246
90,-144.376
91,-117.355
92,-107.982
93,-128.089
94,-125.427
95,-116.314
96,-145.402
97,-135.258
98,-126.734
99,-111.647
100,-125.442
101,-105.124
102,-125.7
103,-117.323
104,-127.928
105,-168.039
106,-112.563
107,-125.938
108,-123.912
109,-122.056
110,-110.429
111,-100.089
112,-128.73
113,-116.591
114,-117.511
115,-110.273
116,-112.645
117,-99.267
118,-103.515
119,-128.553
120,-102.698
121,-96.239
122,-113.611
123,-112.709
124,-117.49
125,-138.283
126,-111.482
127,-117.921
128,-114.49
129,-119.505
130,-118.888
131,-133.377
132,-131.05
133,-127.96
134,-130.313
135,-112.836
136,-122.223
137,-98.992
138,-139.774
139,-117.957
140,-126.003
141,-113.048
142,-140.658
143,-112.936
144,-112.099
145,-114.33
146,-111.816
147,-104.183
148,-160.665
149,-126.484
150,-121.754
151,-141.198
152,-125.547
153,-103.097
154,-116.895
155,-103.899
156,-140.299
157,-121.448
158,-116.242
159,-140.933
160,-121.555
161,-121.504
162,-96.186
163,-125.863
164,-139.677
165,-111.087
166,-111.815
167,-103.367
168,-125.664
169,-116.686
170,-143.843
171,-119.505
172,-129.511
173,-113.324
174,-141.178
175,-128.245
176,-126.955
177,-136.167
178,-120.463
179,-105.417
180,-130.568
181,-135.349
182,-108.483
183,-115.786
184,-136.529
185,-132.638
186,-131.572
187,-111.193
188,-120.753
189,-146.365
190,-123.255
191,-141.027
192,-121.777
193,-121.498
194,-109.604
195,-115.854
196,-128.831
197,-149.608
198,-133.381
199,-129.634
200,-120.611
201,-119.637
202,-134.256
203,-132.707
204,-119.169
205,-139.886
206,-109.503
207,-106.67
208,-101.669
209,-106.836
210,-121.813
211,-125.392
212,-107.196
213,-128.005
214,-137.386
215,-117.25
216,-125.507
217,-124.142
218,-140.514
219,-137.42
220,-120.571
221,-111.437
222,-139.904
223,-125.317
224,-115.587
225,-137.983
226,-117.882
227,-128.556
228,-142.497
229,-133.976
230,-136.94
231,-146.535
232,-153.304
233,-141.312
234,-129.685
235,-125.742
236,-139.862
237,-101.908
238,-128.884
239,-136.899
240,-145.033
241,-143.389
242,-143.053
243,-102.666
244,-137.206
245,-119.429
246,-123.203
247,-136.994
248,-127.021
249,-117.2
250,-119.763
251,-117.522
252,-123.591
253,-119.681
254,-127.076
255,-122.228
256,-108.065
257,-125.701
258,-138.575
259,-111.508
260,-135.003
261,-121.516
262,-116.133
263,-117.369
264,-135.348
265,-113.117
266,-112.16
267,-113.005
268,-104.051
269,-117.756
270,-114.696
271,-109.287
272,-101.511
273,-111.081
274,-122.872
275,-107.374
276,-127.49
277,-120.461
278,-120.433
279,-130.992
280,-114.291
281,-111.633
282,-113.702
283,-136.657
284,-119.301
285,-112.144
286,-115.124
287,-124.302
288,-105.027
289,-120.294
290,-90.044
291,-91.423
292,-92.977
293,-126.427
294,-137.091
295,-107.426
296,-97.14
297,-102.99
298,-103.055
299,-107.121
300,-107.066
301,-115.185
302,-91.071
303,-155.817
304,-105.625
305,-116.375
306,-101.698
307,-135.775
308,-118.597
309,-103.698
310,-105.196
311,-91.695
312,-85.449
313,-111.109
314,-90.193
315,-142.401
316,-116.43
317,-120.602
318,-108.228
319,-140.983
320,-120.885
321,-113.861
322,-100.786
323,-113.166
324,-104.236
325,-117.178
326,-99.785
327,-118.429
328,-98.617
329,-121.256
330,-97.055
331,-116.974
332,-114.074
333,-97.315
334,-79.241
335,-85.496
336,-82.221
337,-112.925
338,-115.27
339,-92.291
340,-116.342
341,-106.812
342,-111.348
343,-114.956
344,-102.005
345,-129.58
346,-96.627
347,-108.435
348,-113.57
349,-107.807
350,-88.179
351,-114.348
352,-139.018
353,-137.132
354,-119.873
355,-88.256
356,-93.147
357,-139.779
358,-118.978
359,-94.515
360,-111.596
361,-107.293
362,-107.036
363,-94.707
364,-119.674
365,-107.733
366,-102.656
367,-115.897
368,-94.891
369,-94.683
370,-105.018
371,-119.019
372,-114.335
373,-112.539
374,-115.031
375,-109.412
376,-129.532
377,-97.021
378,-118.746
379,-123.262
380,-127.749
381,-85.328
382,-108.025
383,-111.105
384,-109.164
385,-102.108
386,-133.539
387,-96.381
388,-119.359
389,-80.61
390,-101.181
391,-104.444
392,-115.481
393,-104.967
394,-136.347
395,-129.002
396,-130.544
397,-121.911
398,-122.688
399,-133.348
400,-91.179
401,-146.612
402,-118.942
403,-109.455
404,-118.69
405,-109.553
406,-137.852
407,-138.364
408,-117.527
409,-120.149
410,-126.253
411,-118.451
412,-129.294
413,-134.379
414,-116.906
415,-135.919
416,-128.611
417,-111.246
418,-110.678
419,-104.795
420,-100.14
421,-110.913
422,-133.5
423,-112.075
424,-125.39
425,-128.239
426,-109.979
427,-117.821
428,-114.896
429,-119.711
430,-124.54
431,-126.41
432,-137.33
433,-130.321
434,-117.802
435,-116.819
436,-136.233
437,-126.733
438,-128.608
439,-136.43
440,-126.841
441,-119.073
442,-115.457
443,-133.797
444,-120.511
445,-136.815
446,-124.389
447,-106.56
448,-134.252
449,-148.21
450,-133.535
451,-130.346
452,-100.557
453,-131.149
454,-129.184
455,-142.264
456,-120.064
457,-128.86
458,-129.048
459,-115.562
460,-104.257
461,-133.621
462,-130.631
463,-94.034
464,-105.108
465,-114.752
466,-117.165
467,-114.587
468,-120.467
469,-124.433
470,-138.359
471,-129.051
472,-122.784
473,-124.5
474,-138.652
475,-117.773
476,-142.94
477,-121.357
478,-125.733
479,-128.456
480,-120.907
481,-123.738
482,-127.332
483,-131.546
484,-146.892
485,-146.88
486,-142.958
487,-115.366
488,-131.63
489,-121.538
490,-117.084
491,-117.919
492,-137.464
493,-128.163
494,-126.039
495,-153.987
496,-119.668
497,-112.923
498,-131.389
499,-146.073
500,-121.782
501,-144.1
502,-124.559
503,-136.805
504,-139.688
505,-126.715
506,-136.855
507,-142.285
508,-127.449
509,-120.337
510,-137.246
511,-127.086
512,-139.935
513,-116.354
514,-132.268
515,-155.558
516,-129.288
517,-133.258
518,-127.237
519,-150.485
520,-131.47
521,-123.367
522,-119.464
523,-109.79
524,-134.26
525,-137.95
526,-149.608
527,-130.275
528,-105.621
529,-132.512
530,-142.052
531,-117.51
532,-124.118
533,-117.727
534,-130.024
535,-121.123
536,-121.866
537,-125.304
538,-119.339
539,-145.471
540,-104.723
541,-140.561
542,-133.421
543,-133.825
544,-119.981
545,-112.445
546,-124.005
547,-106.87
548,-108.209
549,-133.543
550,-125.562
551,-113.759
552,-127.334
553,-125.772
554,-120.114
555,-108.499
556,-114.374
557,-113.645
558,-128.369
559,-132.218
560,-110.976
561,-123.712
562,-133.077
563,-107.691
564,-130.209
565,-131.202
566,-113.244
567,-123.996
568,-103.629
569,-111.341
570,-127.692
571,-153.753
572,-134.931
573,-115.073
574,-119.586
575,-118.345
576,-121.878
577,-119.766
578,-121.817
579,-122.413
580,-121.848
581,-128.866
582,-120.502
583,-113.514
584,-126.502
585,-121.756
586,-114.122
587,-113.637
588,-126.892
589,-110.051
590,-117.787
591,-139.14
592,-111.093
593,-107.762
594,-125.932
595,-137.178
596,-131.919
597,-121.774
598,-114.399
599,-124.096
600,-115.669
601,-130.531
602,-138.605
603,-110.856
604,-123.906
605,-118.51
606,-106.59
607,-109.319
608,-107.194
609,-125.43
610,-130.762
611,-123.088
612,-130.888
613,-114.449
614,-104.378
615,-114.645
616,-119.615
617,-126.029
618,-134.148
619,-122.557
620,-105.516
621,-128.101
622,-121.49
623,-132.436
624,-95.212
625,-118.821
626,-117.695
627,-127.38
628,-124.294
629,-119.035
630,-116.044
631,-96.39
632,-132.101
633,-115.793
634,-122.873
635,-106.003
636,-128.467
637,-121.029
638,-128.741
639,-116.653
640,-135.729
641,-118.959
642,-128.561
643,-145.549
644,-132.641
645,-122.513
646,-112.928
647,-124.655
648,-116.62
649,-119.15
650,-124.39
651,-106.951
652,-127.623
653,-139.984
654,-117.763
655,-118.536
656,-130.659
657,-135.934
658,-132.245
659,-114.456
660,-118.799
661,-117.445
662,-131.082
663,-117.937
664,-135.525
665,-119.784
666,-118.089
667,-108.703
668,-123.28
669,-120.341
670,-138.533
671,-136.917
672,-110.204
673,-125.3
674,-131.984
675,-128.109
676,-129.38
677,-123.304
678,-101.653
679,-109.573
680,-135.164
681,-128.06
682,-131.829
683,-123.607
684,-137.531
685,-110.563
686,-123.155
687,-125.104
688,-139.169
689,-128.696
690,-136.498
691,-116.599
692,-114.874
693,-126.995
694,-122.715
695,-119.057
696,-113.332
697,-112.688
698,-139.886
699,-132.792
700,-108.2
701,-126.922
702,-133.285
703,-101.446
704,-119.573
705,-102.993
706,-116.422
707,-123.29
708,-104.156
709,-122.61
710,-125.551
711,-138.14
712,-127.748
713,-117.065
714,-106.177
715,-148.27
716,-103.675
717,-145.743
718,-122.082
719,-117.321
720,-125.596
721,-124.386
722,-120.061
723,-113.228
724,-101.422
725,-110.384
726,-102.4
727,-126.243
728,-119.659
729,-123.031
730,-110.075
731,-113.038
732,-133.629
733,-114.32
734,-122.581
735,-108.01
736,-132.521
737,-105.464
738,-125.274
739,-129.096
740,-109.527
741,-123.236
742,-112.861
743,-117.567
744,-136.111
745,-121.289
746,-126.38
747,-129.301
748,-126.876
749,-112.081
750,-105.48
751,-118.762
752,-123.25
753,-126.848
754,-107.594
755,-111.542
756,-131.097
757,-126.461
758,-114.914
759,-98.219
760,-115.384
761,-145.966
762,-106.059
763,-104.49
764,-126.204
765,-118.776
766,-134.059
767,-133.634
768,-134.233
769,-130.248
770,-130.159
771,-112.322
772,-131.753
773,-98.664
774,-129.308
775,-176.027
776,-120.777
777,-109.988
778,-110.933
779,-112.666
780,-108.507
781,-133.489
782,-109.216
783,-131.984
784,-110.646
785,-114.084
786,-116.701
787,-137.437
788,-122.761
789,-127.727
790,-129.529
791,-130.441
792,-122.483
793,-106.951
794,-83.265
795,-119.527
796,-120.348
797,-116.189
798,-122.916
799,-131.847
800,-129.258
801,-106.615
802,-122.161
803,-111.898
804,-120.634
805,-131.19
806,-115.851
807,-134.185
808,-115.308
809,-138.871
810,-107.447
811,-122.42
812,-129.155
813,-112.1
814,-137.515
815,-138.209
816,-107.054
817,-117.827
818,-130.787
819,-99.811
820,-129.562
821,-151.315
822,-124.372
823,-133.616
824,-122.545
825,-104.271
826,-104.575
827,-123.521
828,-111.986
829,-155.844
830,-136.437
831,-135.527
832,-134.833
833,-106.483
834,-122.763
835,-115.595
836,-132.546
837,-121.268
838,-141.335
839,-134.766
840,-130.465
841,-145.376
842,-107.868
843,-112.326
844,-129.304
845,-109.097
846,-120.909
847,-96.121
848,-115.875
849,-116.489
850,-128.927
851,-125.509
852,-122.448
853,-132.892
854,-141.536
855,-123.347
856,-126.632
857,-132.744
858,-130.639
859,-134.75
860,-113.66
861,-124.58
862,-136.274
863,-107.773
864,-150.643
865,-124.889
866,-107.475
867,-138.737
868,-123.792
869,-117.0
870,-129.335
871,-102.921
872,-116.811
873,-126.35
874,-127.157
875,-125.672
876,-122.314
877,-113.875
878,-123.628
879,-129.764
880,-93.187
881,-101.068
882,-106.509
883,-104.208
884,-106.13
885,-94.776
886,-123.104
887,-125.619
888,-114.686
889,-134.07
890,-135.467
891,-112.716
892,-113.579
893,-122.384
894,-118.443
895,-118.258
896,-133.062
897,-111.255
898,-135.272
899,-138.157
900,-111.202
901,-121.965
902,-131.469
903,-134.078
904,-132.869
905,-109.801
906,-118.643
907,-130.613
908,-125.658
909,-140.163
910,-110.771
911,-112.474
912,-137.001
913,-138.098
914,-100.79
915,-151.14
916,-117.552
917,-110.179
918,-119.648
919,-129.82
920,-129.424
921,-119.544
922,-133.695
923,-115.289
924,-124.709
925,-102.397
926,-137.885
927,-122.889
928,-124.605
929,-108.926
930,-106.854
931,-118.05
932,-121.519
933,-112.525
934,-140.052
935,-126.613
936,-98.332
937,-137.591
938,-121.718
939,-143.776
940,-137.833
941,-119.687
942,-114.23
943,-116.635
944,-122.921
945,-115.111
946,-110.441
947,-111.822
948,-135.451
949,-122.221
950,-122.334
951,-144.544
952,-117.395
953,-116.479
954,-134.567
955,-106.68
956,-112.277
957,-112.294
958,-156.181
959,-133.091
960,-112.848
961,-109.282
962,-114.918
963,-106.508
964,-106.279
965,-111.585
966,-113.077
967,-136.253
968,-119.539
969,-112.26
970,-122.359
971,-126.002
972,-107.711
973,-114.617
974,-115.0
975,-115.263
976,-115.194
977,-121.002
978,-121.192
979,-125.196
980,-141.894
981,-127.509
982,-120.424
983,-113.607
984,-134.741
985,-109.858
986,-118.564
987,-138.243
988,-141.944
989,-112.862
990,-123.987
991,-120.811
992,-136.97
993,-148.044
994,-124.337
995,-103.808
996,-113.729
997,-120.339
998,-111.338
999,-124.146
1000,-97.183
1001,-118.238
1002,-110.78
1003,-111.749
1004,-127.108
1005,-120.505
1006,-134.48
1007,-116.57
1008,-135.763
1009,-108.69
1010,-147.723
1011,-112.547
1012,-110.933
1013,-122.883
1014,-123.87
1015,-121.014
1016,-123.647
1017,-143.267
1018,-121.837
1019,-110.326
1020,-125.13
1021,-98.97
1022,-128.33
1023,-141.257
1024,-125.677
1025,-124.026
1026,-126.719
1027,-129.56
1028,-104.924
1029,-115.648
1030,-133.605
1031,-113.915
1032,-118.146
1033,-104.137
1034,-109.408
1035,-141.05
1036,-128.98
1037,-135.359
1038,-150.375
1039,-106.714
1040,-133.524
1041,-143.667
1042,-132.301
1043,-131.737
1044,-108.58
1045,-116.756
1046,-114.905
1047,-130.644
1048,-120.181
1049,-119.069
1050,-99.661
1051,-139.752
1052,-111.622
1053,-129.164
1054,-119.514
1055,-120.366
1056,-114.16
1057,-126.61
1058,-123.734
1059,-115.072
1060,-129.593
1061,-117.543
1062,-118.617
1063,-126.274
1064,-120.863
1065,-117.726
1066,-123.858
1067,-124.363
1068,-115.621
1069,-153.716
1070,-131.954
1071,-122.809
1072,-114.958
1073,-93.127
1074,-119.39
1075,-136.969
1076,-111.712
1077,-134.694
1078,-138.433
1079,-117.949
1080,-129.77
1081,-130.504
1082,-110.851
1083,-113.814
1084,-152.866
1085,-110.761
1086,-110.045
1087,-130.267
1088,-116.761
1089,-152.201
1090,-121.846
1091,-125.688
1092,-116.763
1093,-109.246
1094,-116.905
1095,-105.683
1096,-117.344
1097,-118.211
1098,-144.235
1099,-101.205
1100,-130.077
1101,-116.24
1102,-123.082
1103,-120.916
1104,-97.958
1105,-119.79
1106,-92.742
1107,-127.632
1108,-133.476
1109,-124.185
1110,-123.626
1111,-133.368
1112,-115.314
1113,-134.986
1114,-146.838
1115,-110.406
1116,-132.025
1117,-124.175
1118,-131.584
1119,-115.005
1120,-100.338
1121,-121.8
1122,-133.494
1123,-119.1
1124,-136.538
1125,-129.149
1126,-124.626
1127,-122.799
1128,-124.388
1129,-121.013
1130,-112.688
1131,-126.06
1132,-119.369
1133,-111.168
1134,-116.667
1135,-131.496
1136,-107.278
1137,-103.107
1138,-140.663
1139,-138.798
1140,-115.574
1141,-115.801
1142,-148.636
1143,-130.366
1144,-115.732
1145,-133.134
1146,-117.168
1147,-120.383
1148,-117.521
1149,-123.593
1150,-119.085
1151,-133.694
1152,-109.756
1153,-117.66
1154,-85.709
1155,-110.965
1156,-114.766
1157,-137.756
1158,-112.517
1159,-121.571
1160,-112.831
1161,-133.004
1162,-109.107
1163,-118.863
1164,-121.991
1165,-111.441
1166,-133.05
1167,-130.782
1168,-106.191
1169,-106.919
1170,-116.847
1171,-121.845
1172,-110.765
1173,-108.078
1174,-108.061
1175,-120.659
1176,-139.438
1177,-112.69
1178,-124.764
1179,-117.995
1180,-121.085
1181,-123.311
1182,-118.867
1183,-115.408
1184,-123.466
1185,-130.108
1186,-115.854
1187,-131.368
1188,-107.396
1189,-135.577
1190,-107.438
1191,-96.332
1192,-124.112
1193,-141.446
1194,-122.82
1195,-112.024
1196,-135.754
1197,-129.975
1198,-115.47
1199,-127.99
1200,-127.092
1201,-149.918
1202,-122.171
1203,-115.024
1204,-117.521
1205,-135.959
1206,-112.188
1207,-142.468
1208,-103.472
1209,-107.465
1210,-120.12
1211,-131.767
1212,-139.802
1213,-135.226
1214,-123.008
1215,-114.33
1216,-110.743
1217,-114.335
1218,-104.34
1219,-127.7
1220,-107.306
1221,-133.929
1222,-127.042
1223,-121.91
1224,-107.526
1225,-122.609
1226,-112.521
1227,-129.147
1228,-111.071
1229,-119.918
1230,-124.317
1231,-111.709
1232,-107.0
1233,-111.878
1234,-114.142
1235,-122.627
1236,-106.668
1237,-141.351
1238,-112.307
1239,-119.006
1240,-121.83
1241,-128.607
1242,-129.488
1243,-116.62
1244,-118.556
1245,-115.944
1246,-126.894
1247,-116.505
1248,-144.734
1249,-123.236
1250,-119.738
1251,-116.01
1252,-121.677
1253,-130.323
1254,-122.724
1255,-114.035
1256,-114.384
1257,-115.931
1258,-124.089
1259,-120.008
1260,-135.145
1261,-129.394
1262,-119.185
1263,-121.854
1264,-111.839
1265,-118.276
